Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
[music party] SPB #4;Хали-Гали;26.05.2022;Чт;1;Тупые козырьки;1;36;32
[music party] SPB #4;Хали-Гали;26.05.2022;Чт;1;Мы пришли;7;33;33
[music party] SPB #4;Хали-Гали;26.05.2022;Чт;1;Суперпчелки;4;22;34
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;1?=!;16;94;1
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Гравицапа;16;85;2
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Команда по спасению русского рэпа;12;84;3
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Broforce;9;84;4
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Коалиция ЛИквидации Терроризмом Обезьяньего Рабства;16;82;5
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Синяя шапочка;12;80;6
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Унаги;14;79;7
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Сосочки Монескиновой;11;79;8
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Пантеры без Р;9;79;9
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;хруст безе;14;76;10
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Халапенисы;13;73;11
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Дядя Гоша;10;72;12
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Без названия;11;70;13
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Белки-летяги;9;70;14
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Блестящие;8;70;15
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;#развелибазар;15;69;16
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Кузя Щербаков;12;66;17
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Бусинки!;10;63;18
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Чистота - Чисто Тайд;8;63;19
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Саске вернись в Коноху;6;61;20
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Эвоки;6;58;21
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Теория чистых ожиданий;8;54;22
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Отец Андрей и прихожане;3;54;23
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Дети шарманщика;7;52;24
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Требуется уточнение;9;48;25
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;До лампочки;7;48;26
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Друзья Оушена;0;46;27
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Морковки;5;41;28
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;мамина кухарка, папина бунтарка;4;41;29
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Квентин Буратино;10;40;30
[music party] SPB #4;Хали-Гали;29.05.2022;Вс;2;Стюардессы шампанских авиалиний;4;38;31
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Осколки Империи;18;87;1
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Серпентарий;12;83;2
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Банановый милкшейк;14;82;3
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Самоеды;16;79;4
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Чугун моя слабость;14;78;5
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Ёмахо-ёмасо;14;77;6
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Здесь татары;8;74;7
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Зона рискованного земледелия;13;73;8
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Взрывные котята;9;73;9
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Абсолютная власть;15;72;10
[music party] SPB #4;Puberty;04.06.2022;Сб;3;ОпОчки;10;72;11
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Хотим на море;4;70;12
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Девы Дионисийствующие;12;69;13
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Пинки и Брейн;10;66;14
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Всё по-Брежневу;10;65;15
[music party] SPB #4;Puberty;04.06.2022;Сб;3;ТОТ самый;5;64;16
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Подотрешь!;13;61;17
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Лагерь Ромашка;10;60;18
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Джон Боржоми;12;59;19
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Майка Джексона;6;59;20
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Легче сделать свой лейбл!;6;55;21
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Вовка-морковка;5;55;22
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Крем-суп;8;50;23
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Шизгара без комочков;8;49;24
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Рыжий Ап;2;42;25
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Депрессарики;2;37;26
[music party] SPB #4;Puberty;04.06.2022;Сб;3;Провинциалы;-1;22;27
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;1?=!;20;99;1
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Последнее место;18;97;2
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Теленок несмышленый губами ищет мамки вымя;15;92;3
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Гравицапа;14;92;4
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Зачем я это знаю?;16;91;5
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Кто мы? Где мы?;17;88;6
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Подотрёшь!;16;88;7
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;НИП-НИП;13;84;8
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Отморозь себе всё;17;83;9
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Ай лав НИИ;16;83;10
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Бусинки!;14;82;11
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Барби-колясочница;13;82;12
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Паровозик из Ромашково;15;80;13
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Музыкальный абьюз;9;80;14
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;А что я такого сказала?!;14;78;15
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Денисова пещера;12;78;16
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Evil potatos;10;78;17
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Валдис Трубецкой;15;77;18
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Седая ночь;13;77;19
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Принесённые ветром;17;76;20
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Котики;16;76;21
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Ром и Бабы;9;75;22
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Шальные кирпичи;11;74;23
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Бабы и Ром;12;72;24
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Шестое чувство;13;71;25
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Андрей Губин;11;71;26
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Бес Вариантов;11;70;27
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;GFC;12;68;28
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Victoria Amoria;11;66;29
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;хрюндели;9;54;30
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Потом придумаем;2;43;31
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Золотой Состав ВИАГРЫ;5;37;31
[music party] 90-х SPB #1;Хали-Гали;16.06.2022;Чт;1;Немолодой подросток;5;34;31
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Broforce;20;94;1
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Осколки Империи;17;94;2
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Остановите свингер-пати;17;88;3
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Дюмасброды;16;87;4
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Абсолютная власть;13;87;5
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;ЁМАХО-ЁМАСО;15;86;6
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;#вотэтоповорот!;13;86;7
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Two tickets to Dublin;12;86;8
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;FullHouse!;17;84;9
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Позишн N2;16;84;10
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Кузя Щербаков;13;84;11
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Будет СМИшно;13;80;12
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Вовка-морковка;11;78;13
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;7:40;11;77;14
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Серпентарий;9;77;15
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Оранж Блад;15;76;16
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;КотейкинНы;13;76;17
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;33 Утки;10;76;18
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Овощ в помощь;12;75;19
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;До лампочки;12;73;20
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;5 друзей Друзя;10;70;21
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;ТОТ Самый;13;69;22
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Дружба народов;10;69;23
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Паровозик Пейна;10;65;24
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Лондон, гудбай!;12;63;25
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Посиделки посидеть;9;63;26
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;КП;6;63;27
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;SuperToxic;8;62;28
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Хомячья стая;9;58;29
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Волхвы-англисты;13;54;30
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Че? Кого?;11;52;31
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Enot;8;51;32
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Майк Вазовский;5;46;33
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Дурацкие и смешные;8;44;34
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Yupi;4;42;35
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;блин сложно;4;40;36
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;Звёздные войны;6;36;37
[music party] 90-х SPB #1;Хали-Гали;18.06.2022;Сб;2;ЭЛВЭ;0;34;38
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Hasta la vista!;17;96;1
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Команда по спасению русского рэпа;20;93;2
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Просто пришли выпить;20;92;3
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Утренние твари;16;90;4
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;La La Band;15;90;5
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Игристые;15;88;6
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Сучки и задоринки;16;83;7
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Сиси Кхалиси;14;83;8
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;ДаЁжЪ;13;81;9
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Филологини;14;75;10
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Кандидат от народа;14;73;11
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Графские Развалины;10;73;12
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Крутое Пике;10;73;13
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Без фантазии;12;71;14
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;ИнКВИЗиция!;12;70;15
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Они сражались за проходку;10;70;16
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Котики на курортике;14;69;17
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Крошки и точка;10;67;18
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Не давим на жалость;11;65;19
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;3 по 3;9;65;20
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;N веселых гусей;8;64;21
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Непара;10;57;22
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Белые ночи;10;57;23
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Попытка N3;10;53;24
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Остап Блендер;9;47;25
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Бланш де Брюссель;9;46;26
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;CUMанда;9;40;27
[music party] 90-х SPB #1;Puberty;22.06.2022;Ср;3;Хали-гали;4;29;28
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Теленок несмышленый губами ищет мамки вымя;18;57.5;1
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Унаги;18;57.5;2
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Seven! Seven! Seven!;18;57.5;3
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Последнее место;16;57;4
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Почему ты меня не любишь?;18;55.5;5
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Просто му;18;55;6
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Сёстры Грин;15;54.5;7
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Чашка депрессо;15;53.5;8
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;М+Ж;13;52.5;9
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Бумага! Снег! Призрак!;16;51.5;10
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Амюз Буш;16;51;11
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Грамм Философского Камня;13;49;12
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Крепкие орешки со сгущёнкой;12;49;13
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;В цирке только девушки;13;48;14
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;ТОТ Самый;13;47.5;15
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Нетоксичный утренник;13;47;16
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Скрытый потанцевал;12;47;17
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Берт, Берт, Берт;9;47;18
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Бабком;14;46.5;19
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Крутое пике;11;45.5;20
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Шевелись, Плотва!;8;44;21
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;My sandwich? MY SANDWICH?;13;43;22
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Если не мы, то Кот;13;42;23
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Безумие и отвага;9;41.5;24
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Денисова пещера;8;41.5;25
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Синдром самозванца;11;40;26
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Фартук Моники;10;38;27
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Щеглы;10;37;28
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Мак энд Чиз;10;34;29
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Поползни;8;33.5;30
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;жо ма пель клод;9;31.5;31
[Друзья] SPB #3;ЦИНЬ;23.06.2022;Чт;1;Плотник и повариха;0;16;32
