Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Неисправный телепорт;14;43;4
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Разгонщики туч;9;41;5
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Оргазм Копатыча;12;38.5;6
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Стальные ромашки;10;38.5;7
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Кузя Щербаков;7;38.5;8
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Lil Дождь;7;38;9
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Angel de plata;6;38;10
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Крашихи;12;37.5;11
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Сучок и задоринка;8;37.5;12
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Dungeon Masters;7;37.5;13
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Обсудим;8;36.5;14
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Пинки и Брейн;9;35;15
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;задизайн;8;34.5;16
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Бессмысленные галлюцинации;8;32.5;17
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Вовка-морковка;6;32.5;18
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Николай и его cumманда;3;32.5;19
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Утиный Рёв;5;31;20
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Tabula Rasa;6;28;21
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Капибара;5;28;22
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Броуки;3;28;23
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Грин жакет;6;25.5;24
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Великолепная семерка;4;24.5;25
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Эвоки;2;24;26
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Етижи-пассатижи;1;22.5;27
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Непара;3;21.5;28
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Дайте нам ещё время;3;21;29
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Magic women;5;19.5;30
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Пучки;4;19.5;31
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Грации Горация;3;19.5;32
Кино и музыка [новички] SPB #85;Хали-Гали;14.05.2022;Сб;1;Динамо-Банан;-3;13.5;33
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;La La Band;14;62.5;1
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Последнее место;16;62;2
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Guns'N'Roses и Матильда;10;58;3
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Мальчик хочет в Тамбов;16;56;4
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Абсолютная власть;8;53;5
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Страсть выхухоля;13;52;6
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Стая пожилых волков;10;47;7
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Теленок несмышленый губами ищет мамки вымя;7;47;8
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Daft Punk покинул чат;12;46.5;9
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Игътибар;10;46.5;10
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;#развелибазар;7;45.5;11
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Истниа в пиве, короче...;11;45;12
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;El Paso;12;42;13
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Географы;10;41.5;14
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Горный лён;7;39.5;15
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Джульбарсы;11;39;16
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Котики на курортике;8;38;17
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Медовик - Снеговик;10;37.5;18
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Повторите, пожалуйста!;4;36.5;19
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;РЕАКТОР;11;36;20
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Где детонатор?!;7;36;21
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Это же очевидно!;5;34;22
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;КурыСавы;4;33;23
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Братство кольца;6;31.5;24
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Губка Боб;1;25.5;25
[кино и музыка] SPB #85;Puberty;15.05.2022;Вс;1;Суетологи;-2;12.5;26
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Остановите свингер-пати;20;67;1
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Золотой состав ВИАГРЫ;19;66.5;2
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;1?=!;20;66;3
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;ГлАМУРные тигры;18;65;4
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Гравицапа;20;63.5;5
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Идеальные незнакомцы;19;63;6
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Банановый милкшейк;18;60.5;7
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Во всем виноват Тиндер;16;59.5;8
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Ракета;20;57.5;9
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Боль в спине;15;57.5;10
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Broforce;18;55.5;11
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Хороший, плохой, глухой;17;53.5;12
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Игристые;13;49.5;13
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Дилемма;13;49.5;14
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;А и Ю;12;48;15
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Бруноям;12;47.5;16
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Дитя заката;12;47.5;17
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Душнилы;17;45;18
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Shine bright like a diamond;14;44.5;19
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;СХШ и компания;14;44;20
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;РВП;9;43;21
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;E-not;13;42.5;22
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;зяки-зяки;12;41.5;23
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Старикам займите место;11;40;24
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Серпентарий;6;40;25
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Заводной грейпфрут;8;39;26
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Валя и Коко;9;36;27
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Конюшенные знатоки;5;36;28
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Double Bubble;9;35;29
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Четыре кукарачи;8;34;30
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Жилетка Вассермана;11;33.5;31
[кино и музыка] SPB #85;Хали-Гали;18.05.2022;Ср;2;Спасибо, но нет!!!;5;24.5;32
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Синяя шапочка;14;47.5;1
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;FullHouse!;14;47.5;2
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Апероль Шпиц;16;47;3
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Декаденте;17;45.5;4
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Неисправный телепорт;16;39;5
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Пипидастр;15;38;6
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Польский водитель молоковоза;9;37.5;7
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Разгонщики Туч;8;37.5;8
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Котики на курортике;12;37;9
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Майка Джексона;17;36.5;10
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Не всё в порядке;12;35;11
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Айбик;9;34.5;12
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Сахалинский гараж;6;32.5;13
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Великолепный кек;12;31.5;14
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Бугагашенька;12;29.5;15
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Буква Ю;10;29.5;16
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Электро For Ass;10;29;17
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Мы здесь из-за торта;8;23.5;18
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Батут упоротых лисят;8;23;19
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Пурген от кашля;9;22;20
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Ка-тет;9;21.5;21
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Пирожки с ничем;7;21.5;22
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Рука вино;5;21;23
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Эти странные люди;3;20.5;24
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Fizzy;4;19;25
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;Случайные люди;2;16.5;26
Кино и музыка [новички] SPB #86;Puberty;28.05.2022;Сб;1;СТРИПУШКИ;5;14;27
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Последнее место;24;75;1
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;1?=!;24;68.5;2
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Broforce;20;61;3
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Во всем виноват Тиндер;20;61;4
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;La La Band;18;57;5
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Барби-колясочница;18;54;6
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Мальчик хочет в Тамбов;15;54;7
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Банановый милкшейк;17;53.5;8
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Камю ин ё Кант;18;52.5;9
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Игътибар;18;52;10
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Нелегкие на подъем;18;51.5;11
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Золотой состав ВИАГРЫ;15;51.5;12
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Что? ГДЕ ЕДА?;16;51;13
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Во всем виноват Буй;19;50;14
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Гравицапа;14;49.5;15
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Мне лень. Может, в другой раз?;18;48;16
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Хэмметтовы кудри;17;48;17
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Daft Punk покинул чат;18;47;18
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Суперкрутой штрудель;17;41;19
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Паровозик, который пробует;13;41;20
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Теленок несмышленый губами ищет мамки вымя;10;39;21
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Седая ночь;13;38;22
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Ай лав НИИ;12;35;23
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Страсть выхухоля;12;32.5;24
[кино и музыка] SPB #86;Puberty;29.05.2022;Вс;1;Сидим без Дим;4;18.5;25
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Non Stop;23;66.5;1
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Остановите свингер-пати;23;61.5;2
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Идеальные незнакомцы;22;59.5;3
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Ракета;18;57;4
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Музыкальный абьюз;17;55.5;5
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Сиси Кхалиси;17;51.5;6
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Белки-летяги;16;50.5;7
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Крутое Пике;17;49.5;8
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Доминик Торренто;13;47;9
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Ласка Магия Черного;16;46;10
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;El Paso;16;46;11
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;ГлАМУРные тигры;14;44;12
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Семейный подряд;18;43;13
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Соня молчит;16;40;14
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Upstairs;19;39.5;15
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Дети Лаветти;14;39.5;16
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;OK & P.S.;17;37.5;17
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Девы Дионисийствующие;13;37.5;18
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Мартовские коты;10;35.5;19
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Волшебное Бали;10;32;20
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Не вижу ваших рук!;9;31.5;21
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Озорные аквалангисты;8;31;22
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Эпоха Ренессанса;8;29;23
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Четверо в бункере;11;27.5;24
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Потом придумаем;10;24.5;25
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Крабовая Палочка;4;19;26
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Фанаты Нагиева;7;18.5;27
[кино и музыка] SPB #86;Хали-Гали;01.06.2022;Ср;2;Dream Team;3;13;28
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Лабрадудли;9;47;1
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Отель Оверлук;11;45.5;2
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Лагерь Ромашка;12;44.5;3
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;ЧОВАЩЕ;7;43;4
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Bring Me The Linkin Bizkit;7;42.5;5
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Авада кедавра, битч!;8;41;6
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Куда, блин? To Dublin!;11;39.5;7
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Жареные гвозди;7;38.5;8
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Разгонщики туч;8;37.5;9
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Черри обалдели;5;37;10
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;FullHouse!;4;37;11
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Слава Богу, ты пришёл!;7;36.5;12
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Питерский шабаш;5;36.5;13
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;БИПА;3;36;14
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Могучие утки;5;35.5;15
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;НеприЛичный кабинет;5;34.5;16
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Электрические самосвалы;5;34;17
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Вовка-морковка;8;33.5;18
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Галя, жрать!;4;31;19
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;И так сойдёт;6;29.5;20
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Депрессарики;1;29.5;21
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Почти неприкасаемые;7;23.5;22
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Интеллектуалы;1;23.5;23
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Бродяги;-2;22;24
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Пати Обливиона;3;18;25
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Шестое чувство;1;17.5;26
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Фантастические твари;0;16.5;27
Кино и музыка [новички] SPB #87;Puberty;11.06.2022;Сб;1;Сосочки Монескиновой;-1;16.5;28
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Последнее место;15;65;1
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Унаги;21;62;2
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Теленок несмышленый губами ищет мамки вымя;18;58.5;3
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Broforce;15;58;4
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Во всем виноват Тиндер;17;56.5;5
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Гравицапа;14;55.5;6
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Идеальные незнакомцы;13;51.5;7
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Барби-колясочница;11;51;8
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Игътибар;11;50.5;9
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Напитки покрепче;12;48.5;10
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Бесславные малютки;8;47.5;11
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Белки-летяги;9;44;12
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Daft Punk покинул чат;5;42.5;13
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Котики на курортике;8;39.5;14
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;СХШ и компания;6;39.5;15
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Охотники за алкахой;9;38;16
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Джульбарсы;6;38;17
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Бесславные у Людки;5;37.5;18
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Неисправный телепорт;0;37;19
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;15 не приговор;5;36;20
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;По венам баб течет трагедия;5;34;21
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Пантеры без Р;4;33.5;22
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Двое против ветра;4;31;23
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Ленивые трудогольвицы;6;29;24
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Балбалейлы;4;27.5;25
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;twthlmn;5;27;26
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Пипидастр;0;23;27
[кино и музыка] SPB #87;Puberty;12.06.2022;Вс;1;Сотку по Взлётке;1;14.5;28
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;La La Band;18;61.5;1
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;1?=!;17;60.5;2
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Ракета;15;56;3
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Мальчик хочет в Тамбов;15;55;4
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Плесень и Меланхолия;15;54.5;5
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Ай лав НИИ;15;54.5;6
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Батут упоротых лисят;11;51;7
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Камю ин ё Кант;11;50.5;8
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Утиный Рёв;13;50;9
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;R Project;13;45;10
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;ГлАМУРные тигры;8;45;11
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Николай опять ушёл;8;44;12
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Зайчатки разума;12;43.5;13
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Илья и Сергеенко;10;43;14
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;PeaceDance;9;42.5;15
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Крепкие орешки со сгущёнкой;4;41.5;16
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Омерзительная пятерка;5;40.5;17
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;2/2 за эссе «В чем смысл жизни?»;10;40;18
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;El Paso;7;39.5;19
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Бессмысленные галлюцинации;9;38.5;20
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Взрывные котята;11;38;21
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Галя Ричи;6;38;22
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Амебы разума;7;33;23
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Крабовая Палочка;6;32;24
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;DJ_унгарик;6;31.5;25
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Умные и свободные;6;28;26
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Отчаянные кошёлки;5;28;27
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Серпентарий;3;28;28
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;1+1;4;26.5;29
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Офигенски, погнали!;-1;22.5;30
[кино и музыка] SPB #87;Хали-Гали;14.06.2022;Вт;2;Samba Не Жанейро;2;16.5;31
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Шура Стоун;20;51.5;1
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Тони Люн и Мэгги Чун;18;51;2
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Мизантропы;17;49;3
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Где детонатор!?;13;49;4
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Отель Оверлук;13;47.5;5
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Улыбаемся и Маша;20;43;6
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Синяя шапочка;11;42.5;7
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Изнанка знаний;11;42.5;8
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Четыре Пять Пятого;10;42.5;9
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;13 кнопка;15;41.5;10
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;так вышло;8;41.5;11
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Пыльца единорога;13;40.5;12
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;3 по 3;12;40;13
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Генератор случайных ответов;11;37.5;14
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Славные порыбешки;14;36.5;15
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;FullHouse!;6;35.5;16
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Твин Пикс;9;35;17
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Хмели сумели;9;33.5;18
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Золотой Свинотавр;6;33.5;19
