Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Будем знакомы;8;33;20
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Всё куплено!;10;32;21
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Северные колени;7;32;22
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Вовка-морковка;8;29.5;23
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Нам и тут неплохо;10;29;24
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;TwoPizzы;10;27.5;25
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;КсТаТИ НА саЛЮт;9;27;26
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Падший Карлсон;7;27;27
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Сладкие;7;26.5;28
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Лебовски;10;25;29
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Пробник;9;24.5;30
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;клозес и ко;7;23.5;31
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;ДВАДЦАТЬ ПЯТЬ;7;21;32
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Чуть ниже плинтуса;0;19;33
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;СмертьНейрона;8;18;34
Кино и музыка [новички] SPB #88;Хали-Гали;25.06.2022;Сб;1;Бубенцы;3;15.5;35
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Последнее место;23;69;1
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Золотой Состав Виагры;24;63.5;2
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Игътибар;19;61.5;3
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Идеальные незнакомцы;15;58.5;4
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Теленок несмышленый губами ищет мамки вымя;17;58;5
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Во всем виноват Тиндер;18;56;6
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Камю ин ё Кант;17;52;7
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Во всем виноват буй;16;51.5;8
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Взрывные котята;20;50;9
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Серпентарий;15;48.5;10
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Барби-колясочница;17;48;11
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Макс тренер;22;46;12
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Daft Punk покинул чат;15;46;13
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Белки-летяги;13;46;14
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Два имхотепа;17;45.5;15
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Выпускайте Кракена!;11;44.5;16
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;УМКА;13;43.5;17
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Дуже поганый выступ;11;43;18
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;День Рождения Аньки;14;42.5;19
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Подотрёшь!;14;42.5;20
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Грустно & невкусно;13;42.5;21
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Усы Алешкина!;14;41.5;22
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Охотники за алкахой;14;39.5;23
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Boeing 777;24;39;24
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Перчатка без конечности;19;38.5;25
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Катико;11;38.5;26
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Третье отделение;10;38.5;27
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Шевели булками!;18;37;28
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Груша!;10;35;29
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Девушка и граф;8;35;30
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Параличико;8;34.5;31
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Стрелки;8;32;32
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;ФК Луч-Энергия;8;32;33
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Fire 404;3;31;34
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Египетская сила;8;30.5;35
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Сэ ля вин;9;30;36
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Хомяк на пределе;6;25.5;37
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Тусовка зайцев;9;20.5;38
[кино и музыка] SPB #88;Хали-Гали;26.06.2022;Вс;1;Четыре товарища;7;17;39
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;1?=!;24;67;1
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;La La Band;20;61;2
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Broforce;19;60.5;3
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Ракета;17;60.5;4
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Батут упоротых лисят;17;56;5
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Остановите свингер-пати;15;55;6
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Боль в спине;20;54;7
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Николай опять ушёл;16;53;8
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Мальчик хочет в Тамбов;16;52;9
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Гравицапа;15;50.5;10
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Галя, жрать!;18;49.5;11
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Зайчатки разума;15;48;12
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;El Paso;14;46.5;13
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Тупые и трезвые;10;46.5;14
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Плесень и Меланхолия;12;44.5;15
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;"Оригинальности ""0""";17;43;16
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Котики;15;43;17
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;E-not;10;43;18
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Котики на курортике;10;42;19
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Дитя заката;9;39.5;20
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Они сражались за проходку;13;38.5;21
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Ай лав НИИ;10;38;22
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Эт самое;11;37.5;23
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Лук кек;8;37.5;24
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Крепкие орешки со сгущёнкой;10;35.5;25
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;За качество ОТВЕЧАЮ!;13;35;26
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;I am an Accountant;11;35;27
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Сами назовите;16;33;28
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Ойбой;13;30.5;29
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Без претензий;8;30;30
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Лена, ну почему ты не пришла?;7;28;31
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Джульбарсы;8;27;31
[кино и музыка] SPB #88;Puberty;29.06.2022;Ср;2;Кляйнианцы;12;24.5;31
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;13 кнопка;20;62.5;1
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Сэ ля вин;13;54.5;2
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Бесята;20;53.5;3
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Пиратское отродье;21;53;4
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Дилемма;16;52.5;5
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Караси в сметане;17;52;6
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;За качество ОТВЕЧАЮ!;17;49;7
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Отель Оверлук;15;49;8
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Одни из нас;15;49;9
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Хитачи Либераче Мариачи;12;49;10
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Diputs era ew!;21;48.5;11
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Ведьмы и осёл;16;46.5;12
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;party party eee~;12;46.5;13
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;На ход ноги;13;46;14
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Мамашки в бегах;15;45.5;15
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Понтий Пилатес;14;45.5;16
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Шэлл;17;44.5;17
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;БезДнатые;17;44.5;18
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Бог в помощь;15;44.5;19
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Дядя, не надо!;17;44;20
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Двое на распутье;15;43.5;21
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;М+Ж;15;41.5;22
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Соседи;15;41.5;23
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Дели на два;14;41;24
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Эффект тапочки;19;38.5;25
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Не было печали;17;37;26
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Команда Карлайла Каллена;12;37;27
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Продам доллар по 130;12;37;28
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Экобусинки;14;36.5;29
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Портос и жокей;14;36;30
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Пакет без санкций;14;35.5;31
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Сквошисты;17;35;32
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Душнилы;12;35;33
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Сладкий хлеб;10;31.5;34
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;D&D;12;30;35
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Вегас;11;30;36
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Девичник;12;29.5;37
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Sqrt(champagne);12;28;38
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Пупки;13;27.5;39
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Пыль сдуй отсюда!;9;26;40
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Вишенки на торте;8;24.5;41
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Кораделы;10;24;42
Кино и музыка [новички] SPB #89;Хали-Гали;09.07.2022;Сб;1;Испанский стыд;9;20.5;43
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;1?=!;22;70;1
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;La La Band;23;69;2
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Золотой состав ВИАГРЫ;22;68.5;3
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Теленок несмышленый губами ищет мамки вымя;22;66.5;4
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Broforce;23;65;5
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Последнее место;20;65;6
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Игътибар;19;65;7
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Шура Стоун;18;60;8
[кино и музыка] SPB #89;Хали-Гали;10.07.2022;Вс;1;Барби колясочница;22;59;9
